"","x"
"845","100057535"
"846","100078835"
"847","100639735"
"848","100465335"
"849","102546935"
"850","102096335"
"851","100315735"
"852","100032835"
"853","100106735"
"854","100046335"
"855","100074535"
"856","100032635"
"857","100471135"
"858","100469635"
"859","101161435"
"860","101159835"
"861","100263235"
"862","100267935"
"863","101944435"
"864","102036335"
"865","100167935"
"866","100084635"
"867","100107535"
"868","100119335"
"869","100448135"
"870","100840435"
"871","101538235"
"872","102100535"
"873","101993035"
"874","102368035"
"875","100334635"
"876","100141235"
"877","100566535"
"878","100595935"
"879","100107435"
"880","101882435"
"881","100859135"
"882","100729435"
"883","102104335"
"884","100015235"
"885","100025435"
"886","100085135"
"887","100567435"
"888","100078035"
"889","102300335"
"890","102302035"
"891","101933035"
"892","102141635"
"893","102129735"
"894","101518435"
"895","101033035"
"896","100268735"
"897","100641235"
"898","100681035"
"899","100476835"
"900","100589435"
"901","101991735"
"902","102382835"
"903","101999835"
"904","101506935"
"905","101995035"
"906","101511135"
"907","101505335"
"908","101933835"
"909","102014935"
"910","100580735"
"911","101372235"
"912","102412135"
"913","100509135"
"914","100506235"
"915","100467435"
"916","100238235"
"917","100605535"
"918","100160535"
"919","101535835"
"920","100017935"
"921","100747035"
"922","101521135"
"923","100988435"
"924","100569835"
"925","100005435"
"926","100222835"
"927","100006235"
"928","100475435"
"929","100607935"
"930","102222035"
"931","102151335"
"932","100016235"
"933","101110035"
"934","102493335"
"935","101104335"
"936","100876535"
"937","100991335"
"938","100992835"
"939","102299135"
"940","102099735"
"941","101504735"
"942","100573735"
"943","100509835"
"944","100012935"
"945","100004535"
"946","102349635"
"947","100446035"
"948","100603435"
"949","100005135"
"950","100027035"
"951","100056435"
"952","100687935"
"953","100058935"
"954","100470935"
"955","101121435"
"956","102117235"
"957","102264635"
"958","100018635"
"959","100141435"
"960","100380935"
"961","100463535"
"962","100253435"
"963","100608235"
"964","101897335"
"965","102148835"
"966","101022135"
"967","101868035"
"968","101891735"
"969","102097335"
"970","102129335"
"971","101647135"
"972","102064735"
"973","102373235"
"974","102566735"
"975","102650735"
"976","100564135"
"977","102227435"
"978","100126635"
"979","100582335"
"980","100460035"
"981","100354235"
"982","101493835"
"983","102187335"
"984","102170035"
"985","101295335"
"986","102163435"
"987","102129035"
"988","100763635"
"989","100759835"
"990","100997135"
"991","101894235"
"992","101914835"
"993","100406335"
"994","100398735"
"995","102243935"
"996","102326335"
"997","100168835"
"998","100708935"
"999","100730935"
"1000","100844335"
"1001","100735035"
"1002","101901735"
"1003","102358335"
"1004","101784432"
"1005","101782232"
"1006","102287035"
"1007","101560135"
"1008","102133535"
"1009","102375335"
"1010","100164035"
"1011","100592235"
"1012","100035535"
"1013","100451335"
"1014","100439235"
"1015","100141935"
"1016","100502535"
"1017","100639535"
"1018","100597935"
"1019","100161635"
"1020","100386135"
"1021","100713835"
"1022","100500835"
"1023","100443935"
"1024","101120235"
"1025","101240935"
"1026","101158935"
"1027","101247035"
"1028","101253335"
"1029","101166335"
"1030","101576435"
"1031","101593635"
"1032","101862535"
"1033","100371535"
"1034","101361835"
"1035","101588135"
"1036","101570535"
"1037","100195835"
"1038","102187235"
"1039","102198435"
"1040","101003535"
"1041","101494035"
"1042","101260935"
"1043","100414335"
"1044","100414835"
"1045","100325435"
"1046","101574835"
"1047","100342535"
"1048","101576535"
"1049","102089935"
"1050","102278035"
"1051","102210535"
"1052","101781632"
"1053","102224435"
"1054","101551135"
"1055","101520935"
"1056","100706235"
"1057","100842835"
"1058","101962635"
"1059","102302335"
"1060","102330635"
"1061","101516435"
"1062","102357735"
"1063","101974335"
"1064","102337635"
"1065","101567335"
"1066","101005435"
"1067","101637135"
"1068","101948335"
"1069","102216135"
"1070","101024335"
"1071","102068435"
"1072","102103235"
"1073","102132335"
"1074","101995835"
"1075","101512435"
"1076","102364635"
"1077","102021435"
"1078","102584735"
"1079","100873635"
"1080","102565135"
"1081","102580135"
"1082","101100235"
"1083","102160635"
"1084","100391435"
"1085","102088435"
"1086","100964235"
"1087","100998135"
"1088","101895135"
"1089","102307635"
"1090","101288335"
"1091","101520235"
"1092","101522435"
"1093","102288435"
"1094","101922935"
"1095","102224735"
"1096","102270135"
"1097","102269035"
"1098","100007635"
"1099","100005735"
"1100","100580835"
"1101","100015835"
"1102","100117135"
"1103","100577235"
"1104","100451035"
"1105","100491335"
"1106","100444935"
"1107","100439635"
"1108","100501135"
"1109","100120435"
"1110","100745035"
"1111","100245635"
"1112","100527635"
"1113","100454035"
"1114","100223535"
"1115","100097335"
"1116","101237935"
"1117","101401735"
"1118","101237135"
"1119","100422835"
"1120","100371235"
"1121","101359835"
"1122","100800835"
"1123","102178135"
"1124","100755435"
"1125","101268435"
"1126","102069835"
"1127","101779932"
"1128","102321035"
"1129","102174735"
"1130","101898335"
"1131","101926135"
"1132","101988535"
"1133","102246635"
"1134","102237035"
"1135","100268035"
"1136","100842335"
"1137","100843635"
"1138","101933635"
"1139","101507435"
"1140","102381135"
"1141","102037535"
"1142","102496735"
"1143","101370535"
"1144","100702835"
"1145","100695335"
"1146","100885335"
"1147","102489235"
"1148","101561635-2"
"1149","100073835-2"
"1150","101947335-2"
"1151","101702135-2"
"1152","100480735-2"
"1153","100570635-2"
"1154","100715135-2"
"1155","102258535-2"
"1156","101120335-2"
"1157","102010335-2"
"1158","100891235-2"
"1159","100513035-2"
"1160","101921835-2"
"1161","100063135-2"
"1162","102155135-2"
"1163","101100135-2"
"1164","101012135-2"
"1165","100711435-2"
"1166","100230735-2"
"1167","102157535-2"
"1168","101402135-2"
"1169","101922035-2W"
"1170","102091335-2"
"1171","100705635-2"
"1172","102076635-2"
"1173","102155335-2"
"1174","100692735-2"
"1175","101399835-2"
"1176","102400835-2"
"1177","101295735-2"
"1178","100706535-2"
"1179","102158835-2"
"1180","101877935-2"
"1181","102579835-2W"
"1182","101923935-2"
"1183","100020535-2"
"1184","102004335-2"
"1185","102112535-2"
"1186","100489435-2"
"1187","101875235-2"
"1188","100025835-2"
"1189","101922135-2"
"1190","101296935-2"
"1191","100477835-2"
"1192","100693835-2W"
"1193","100160935-2"
"1194","100028435-2"
"1195","101923635-2"
"1196","101294535-2"
"1197","100027535-2"
"1198","101041235-2"
"1199","101921235-2"
"1200","100178935-2"
"1201","100793835-2W"
"1202","102559835-2"
"1203","100025335-2"
"1204","101945535-2"
"1205","101953135-2"
"1206","102125535-2"
"1207","100893735-2"
"1208","100490435-2"
"1209","100588635-2"
"1210","102263135-2"
"1211","100186835-2"
"1212","100886035-2"
"1213","101381835-2"
"1214","101884435-2"
